Марка,Модель,Мощность,Топливо,Цена,Год производства,Пробег,Коробка,Кузов,Привод,Цвет
LADA, (ВАЗ) 2106,64,Бензин,50000,1990,80000,механика,седан,задний,красный
LADA, (ВАЗ) 2115,81,Бензин,49000,2004,178000,механика,седан,передний,белый
LADA, (ВАЗ) 2107,74,Бензин,55000,2005,130000,механика,седан,задний,белый
LADA, (ВАЗ) 2131 (4x4) I,84,Бензин,200000,2009,94000,механика,внедорожник 5 дв.,полный,зелёный
LADA, (ВАЗ) 2121 (4x4) I Рестайлинг Urban,83,Бензин,399999,2016,45500,механика,внедорожник 3 дв.,полный,серебристый
LADA, (ВАЗ) 2106,75,Бензин,60000,1997,90000,механика,седан,задний,зелёный
LADA, (ВАЗ) 2110,81,Бензин,95000,2005,125000,механика,седан,передний,пурпурный
LADA, (ВАЗ) Priora I,98,Бензин,220000,2011,114999,механика,седан,передний,синий
LADA, (ВАЗ) 2112,92,Бензин,250000,2005,1000,механика,хэтчбек 5 дв.,передний,серый
LADA, (ВАЗ) Granta I,87,Бензин,368000,2017,3250,механика,седан,передний,серебристый
LADA, (ВАЗ) 2107,74,Бензин,50000,2003,95000,механика,седан,задний,пурпурный
LADA, (ВАЗ) 2110,73,Бензин,75000,2002,210000,механика,седан,передний,голубой
LADA, (ВАЗ) Kalina I,81,Бензин,85000,2006,120000,механика,седан,передний,бежевый
LADA, (ВАЗ) 2109,68,Бензин,35000,2000,217000,механика,хэтчбек 5 дв.,передний,зелёный
LADA, (ВАЗ) 2108,78,Бензин,29500,2002,480000,механика,хэтчбек 3 дв.,передний,серый
LADA, (ВАЗ) 2115,78,Бензин,29000,2003,204602,механика,седан,передний,зелёный
LADA, (ВАЗ) 2107,73,Бензин,89999,2010,100000,механика,седан,задний,зелёный
LADA, (ВАЗ) 2104  4-speed,72,Бензин,65000,1999,80000,механика,универсал 5 дв.,задний,фиолетовый
LADA, (ВАЗ) 2107,74,Бензин,80000,2010,74000,механика,седан,задний,чёрный
LADA, (ВАЗ) 2115,81,Бензин,78000,2009,96500,механика,седан,передний,чёрный
LADA, (ВАЗ) 2115,78,Бензин,30000,2004,235000,механика,седан,передний,зелёный
LADA, (ВАЗ) Kalina I,81,Бензин,94000,2006,265000,механика,седан,передний,бежевый
LADA, (ВАЗ) 2106,64,Бензин,42000,1990,55000,механика,седан,задний,серый
LADA, (ВАЗ) 2131 (4x4) I,83,Бензин,280000,2014,82000,механика,внедорожник 5 дв.,полный,синий
LADA, (ВАЗ) 2121 (4x4) I Рестайлинг,83,Бензин,522000,2017,300,механика,внедорожник 3 дв.,полный,зелёный
LADA, (ВАЗ) Kalina II NFR,136,Бензин,485000,2015,24000,механика,хэтчбек 5 дв.,передний,белый
LADA, (ВАЗ) 2121 (4x4) I Рестайлинг,83,Бензин,250000,2005,82000,механика,внедорожник 3 дв.,полный,синий
LADA, (ВАЗ) Granta I,87,Бензин,185000,2012,128400,механика,седан,передний,чёрный
LADA, (ВАЗ) 2115,78,Бензин,26000,2001,290000,механика,седан,передний,серебристый
LADA, (ВАЗ) 2103,75,Бензин,80000,1974,48000,механика,седан,задний,синий
LADA, (ВАЗ) 2106,75,Бензин,69000,1991,62500,механика,седан,задний,белый
LADA, (ВАЗ) 2114,77,Бензин,55000,2006,250000,механика,хэтчбек 5 дв.,передний,зелёный
LADA, (ВАЗ) 2114,81,Бензин,109999,2007,127000,механика,хэтчбек 5 дв.,передний,серебристый
LADA, (ВАЗ) 2109,72,Бензин,65000,2003,167912,механика,хэтчбек 5 дв.,передний,серебристый
LADA, (ВАЗ) Priora I,98,Бензин,120000,2008,200000,механика,седан,передний,чёрный
LADA, (ВАЗ) 2110,90,Бензин,49000,2003,199000,механика,седан,передний,зелёный
LADA, (ВАЗ) Priora I,98,Бензин,175000,2011,130000,механика,седан,передний,серый
LADA, (ВАЗ) 2115,78,Бензин,75000,2006,200000,механика,седан,передний,зелёный
LADA, (ВАЗ) Vesta I,106,Бензин,630000,2018,55000,механика,седан,передний,серый
LADA, (ВАЗ) Vesta I SW,122,Бензин,640000,2018,15000,робот,универсал 5 дв.,передний,синий
LADA, (ВАЗ) Vesta I,106,Бензин,470000,2016,66000,механика,седан,передний,чёрный
LADA, (ВАЗ) Largus I,106,Бензин,520000,2018,15000,механика,универсал 5 дв.,передний,белый
LADA, (ВАЗ) Largus I,106,Бензин,575000,2018,14800,механика,универсал 5 дв.,передний,синий
LADA, (ВАЗ) Vesta I SW,122,Бензин,705000,2019,23000,механика,универсал 5 дв.,передний,коричневый
LADA, (ВАЗ) Vesta I SW Cross,122,Бензин,780000,2019,14650,робот,универсал 5 дв.,передний,серый
LADA, (ВАЗ) Largus I,106,Бензин,610000,2018,27650,механика,универсал 5 дв.,передний,серебристый
LADA, (ВАЗ) Vesta I SW Cross,122,Бензин,780000,2019,6000,механика,универсал 5 дв.,передний,красный
LADA, (ВАЗ) Granta I,87,Бензин,450000,2018,40000,механика,лифтбек,передний,белый
LADA, (ВАЗ) XRAY I,122,Бензин,495000,2017,51700,робот,хэтчбек 5 дв.,передний,чёрный
LADA, (ВАЗ) Vesta I,106,Бензин,450000,2016,60000,механика,седан,передний,синий
LADA, (ВАЗ) Largus I Cross,106,Бензин,720000,2019,4700,механика,универсал 5 дв.,передний,белый
LADA, (ВАЗ) Granta I,106,Бензин,380000,2017,81000,механика,лифтбек,передний,серый
LADA, (ВАЗ) Vesta I,122,Бензин,550000,2017,90500,робот,седан,передний,белый
LADA, (ВАЗ) 2112,92,Бензин,59000,2002,179500,механика,хэтчбек 5 дв.,передний,зелёный
LADA, (ВАЗ) 2121 (4x4) I Рестайлинг,83,Бензин,505000,2018,30000,механика,внедорожник 3 дв.,полный,зелёный
LADA, (ВАЗ) Largus I,87,Бензин,560000,2019,13600,механика,универсал 5 дв.,передний,белый
LADA, (ВАЗ) Granta I Рестайлинг,87,Бензин,395000,2018,32000,механика,седан,передний,серебристый
LADA, (ВАЗ) Vesta I SW Cross,122,Бензин,900000,2019,22000,робот,универсал 5 дв.,передний,пурпурный
LADA, (ВАЗ) Largus I,84,Бензин,330000,2015,125584,механика,фургон,передний,белый
LADA, (ВАЗ) 2110,81,Бензин,95000,2006,190000,механика,седан,передний,чёрный
LADA, (ВАЗ) 2107,72,Бензин,55000,2006,168000,механика,седан,задний,синий
LADA, (ВАЗ) 2110,90,Бензин,55000,2006,333333,механика,седан,передний,серебристый
LADA, (ВАЗ) 2102,64,Бензин,60000,1984,57000,механика,универсал 5 дв.,задний,бежевый
LADA, (ВАЗ) 2107,74,Бензин,60000,2010,43000,механика,седан,задний,серый
LADA, (ВАЗ) Largus I,105,Бензин,420000,2013,166000,механика,универсал 5 дв.,передний,серебристый
LADA, (ВАЗ) 2114,81,Бензин,95000,2008,101000,механика,хэтчбек 5 дв.,передний,чёрный
LADA, (ВАЗ) 21099,70,Бензин,60000,1998,130000,механика,седан,передний,фиолетовый
LADA, (ВАЗ) 2109,68,Бензин,55000,1991,225000,механика,хэтчбек 5 дв.,передний,красный
LADA, (ВАЗ) 2115,78,Бензин,74000,2006,84000,механика,седан,передний,серый
LADA, (ВАЗ) 2113,81,Бензин,190000,2011,30000,механика,хэтчбек 3 дв.,передний,серебристый
LADA, (ВАЗ) 2101  21011,69,Бензин,70000,1975,70000,механика,седан,задний,красный
LADA, (ВАЗ) Granta I,87,Бензин,237000,2012,88000,механика,седан,передний,белый
LADA, (ВАЗ) Priora I,98,Бензин,140000,2007,124000,механика,седан,передний,серебристый
LADA, (ВАЗ) Largus I Cross,105,Бензин,535000,2016,74113,механика,универсал 5 дв.,передний,серебристый
LADA, (ВАЗ) 2114,81,Бензин,150000,2010,135000,механика,хэтчбек 5 дв.,передний,белый
LADA, (ВАЗ) Granta I,106,Бензин,290000,2015,106000,робот,лифтбек,передний,голубой
LADA, (ВАЗ) Granta I,87,Бензин,199000,2013,90000,механика,седан,передний,серебристый
LADA, (ВАЗ) 2115,78,Бензин,60000,2006,124000,механика,седан,передний,зелёный
LADA, (ВАЗ) 2115,78,Бензин,38000,2002,230000,механика,седан,передний,серебристый
LADA, (ВАЗ) Vesta I SW,106,Бензин,570000,2018,50000,механика,универсал 5 дв.,передний,серый
LADA, (ВАЗ) 2121 (4x4) I Рестайлинг,80,Бензин,60000,2000,194104,механика,внедорожник 3 дв.,полный,зелёный
LADA, (ВАЗ) Largus I,102,Бензин,510000,2016,82000,механика,универсал 5 дв.,передний,синий
LADA, (ВАЗ) 2107,73,Бензин,105000,2011,57000,механика,седан,задний,чёрный
LADA, (ВАЗ) Vesta I,106,Бензин,480000,2017,24500,механика,седан,передний,белый
LADA, (ВАЗ) Granta I Sport,118,Бензин,430000,2017,64443,механика,седан,передний,белый
LADA, (ВАЗ) Granta I,98,Бензин,280000,2012,112000,автомат,седан,передний,чёрный
LADA, (ВАЗ) 2112,90,Бензин,75000,2006,159000,механика,хэтчбек 5 дв.,передний,зелёный
LADA, (ВАЗ) Largus I,84,Бензин,395000,2015,51590,механика,фургон,передний,серебристый
LADA, (ВАЗ) Vesta I,106,Бензин,450000,2016,1500,механика,седан,передний,синий
LADA, (ВАЗ) 2102,69,Бензин,80000,1983,50000,механика,универсал 5 дв.,задний,голубой
LADA, (ВАЗ) Priora I,98,Бензин,93000,2008,240000,механика,хэтчбек 5 дв.,передний,серебристый
LADA, (ВАЗ) 21099,70,Бензин,55000,1996,400000,механика,седан,передний,бежевый
LADA, (ВАЗ) 2104,72,Бензин,55000,2002,92416,механика,универсал 5 дв.,задний,пурпурный
LADA, (ВАЗ) 2121 (4x4) I Рестайлинг Bronto,83,Бензин,600000,2019,4000,механика,внедорожник 3 дв.,полный,серебристый
LADA, (ВАЗ) Granta I Sport,118,Бензин,230000,2014,109000,механика,седан,передний,чёрный
LADA, (ВАЗ) Granta I Sport,114,Бензин,380000,2017,30000,механика,седан,передний,красный
LADA, (ВАЗ) 2131 (4x4)  I Euro 5,83,Бензин,500000,2016,17000,механика,внедорожник 5 дв.,полный,зелёный
LADA, (ВАЗ) Priora I Рестайлинг,98,Бензин,315000,2013,62000,механика,седан,передний,серый
LADA, (ВАЗ) Largus I,87,Бензин,385000,2017,71000,механика,фургон,передний,белый
LADA, (ВАЗ) 2115,78,Бензин,45000,2005,151000,механика,седан,передний,серый
LADA, (ВАЗ) Largus I,87,Бензин,330000,2016,144869,механика,фургон,передний,белый
LADA, (ВАЗ) XRAY I,106,Бензин,520000,2017,37000,механика,хэтчбек 5 дв.,передний,белый
LADA, (ВАЗ) 2104  5-speed,72,Бензин,88888,2011,73000,механика,универсал 5 дв.,задний,серебристый
LADA, (ВАЗ) Granta I,87,Бензин,320000,2015,67135,механика,лифтбек,передний,красный
LADA, (ВАЗ) Vesta I,106,Бензин,620000,2018,24000,механика,седан,передний,серый
LADA, (ВАЗ) Largus I Cross,106,Бензин,575000,2017,75000,механика,универсал 5 дв.,передний,красный
LADA, (ВАЗ) 2109,64,Бензин,50000,1989,250000,механика,хэтчбек 5 дв.,передний,синий
LADA, (ВАЗ) 2102,64,Бензин,45000,1975,64000,механика,универсал 5 дв.,задний,красный
LADA, (ВАЗ) Priora I,98,Бензин,200000,2009,44000,механика,хэтчбек 5 дв.,передний,серый
LADA, (ВАЗ) Kalina I,84,Бензин,145000,2011,58000,механика,хэтчбек 5 дв.,передний,серебристый
LADA, (ВАЗ) 2110,94,Бензин,100000,1999,50000,механика,седан,передний,зелёный
LADA, (ВАЗ) 2108,64,Бензин,50000,1987,261000,механика,хэтчбек 3 дв.,передний,синий
LADA, (ВАЗ) 2112,90,Бензин,160000,2007,140500,механика,хэтчбек 3 дв.,передний,красный
LADA, (ВАЗ) 2112,90,Бензин,80000,2005,250000,механика,хэтчбек 5 дв.,передний,красный
LADA, (ВАЗ) 2106,75,Бензин,135000,1999,49600,механика,седан,задний,белый
LADA, (ВАЗ) Granta I,82,Бензин,229000,2012,44000,механика,седан,передний,фиолетовый
LADA, (ВАЗ) Granta I,87,Бензин,315000,2015,80000,механика,седан,передний,коричневый
LADA, (ВАЗ) 2121 (4x4) I,75,Бензин,100000,1990,78000,механика,внедорожник 3 дв.,полный,зелёный
LADA, (ВАЗ) Vesta I,106,Бензин,490000,2016,37000,механика,седан,передний,чёрный
LADA, (ВАЗ) 2103,75,Бензин,200000,1979,49000,механика,седан,задний,зелёный
LADA, (ВАЗ) Largus I,105,Бензин,410000,2014,160000,механика,универсал 5 дв.,передний,серебристый
LADA, (ВАЗ) Largus I,87,Бензин,480000,2018,48000,механика,фургон,передний,белый
LADA, (ВАЗ) 2101  21011,69,Бензин,65000,1978,41000,механика,седан,задний,красный
LADA, (ВАЗ) Largus I,84,Бензин,389000,2015,100000,механика,универсал 5 дв.,передний,серебристый
LADA, (ВАЗ) 2115,81,Бензин,59777,2007,79000,механика,седан,передний,серебристый
LADA, (ВАЗ) 2111,79,Бензин,78000,2002,135000,механика,универсал 5 дв.,передний,серый
LADA, (ВАЗ) Largus I,105,Бензин,525000,2015,26000,механика,универсал 5 дв.,передний,белый
LADA, (ВАЗ) 2106,72,Бензин,70000,1989,68000,механика,седан,задний,зелёный
LADA, (ВАЗ) 2115,78,Бензин,50000,2005,266000,механика,седан,передний,серый
LADA, (ВАЗ) 2107,75,Бензин,55000,1997,38796,механика,седан,задний,зелёный
LADA, (ВАЗ) 2105  21053-20,71,Бензин,49000,2006,12000,механика,седан,задний,синий
LADA, (ВАЗ) 2101  21011,69,Бензин,85000,1980,100000,механика,седан,задний,белый
LADA, (ВАЗ) 2111,90,Бензин,25000,2002,250000,механика,универсал 5 дв.,передний,серебристый
LADA, (ВАЗ) 2106,72,Бензин,80000,1988,2200,механика,седан,задний,зелёный
LADA, (ВАЗ) 2112,92,Бензин,80000,2001,171846,механика,хэтчбек 5 дв.,передний,синий
LADA, (ВАЗ) 2107,74,Бензин,180000,2011,140000,механика,седан,задний,красный
LADA, (ВАЗ) 2105,73,Бензин,150000,2010,42040,механика,седан,задний,зелёный
LADA, (ВАЗ) 2107,74,Бензин,101000,2012,77000,механика,седан,задний,коричневый
LADA, (ВАЗ) 2107,73,Бензин,100000,2010,150000,механика,седан,задний,чёрный
LADA, (ВАЗ) 2107,73,Бензин,60000,2011,93138,механика,седан,задний,красный
LADA, (ВАЗ) 2121 (4x4) I Рестайлинг Фора,83,Бензин,125000,2001,125000,механика,внедорожник 3 дв.,полный,синий
LADA, (ВАЗ) 2121 (4x4) I Рестайлинг,79,Бензин,47000,1994,100000,механика,внедорожник 3 дв.,полный,белый
LADA, (ВАЗ) 2115,78,Бензин,35000,2002,250000,механика,седан,передний,серебристый
LADA, (ВАЗ) Largus I,87,Бензин,380000,2017,84000,механика,фургон,передний,белый
LADA, (ВАЗ) 2107,73,Бензин,45000,2008,98000,механика,седан,задний,синий
LADA, (ВАЗ) Largus I,84,Бензин,300000,2014,98000,механика,фургон,передний,белый
LADA, (ВАЗ) 2115,78,Бензин,43000,2005,187000,механика,седан,передний,чёрный
LADA, (ВАЗ) 2114,81,Бензин,52500,2007,186000,механика,хэтчбек 5 дв.,передний,серый
LADA, (ВАЗ) Priora I,98,Бензин,150000,2008,170000,механика,седан,передний,чёрный
LADA, (ВАЗ) 2112,90,Бензин,75000,2006,116110,механика,хэтчбек 5 дв.,передний,синий
LADA, (ВАЗ) 21099,70,Бензин,35000,1998,108243,механика,седан,передний,золотистый
LADA, (ВАЗ) 2107,74,Бензин,43000,2003,91000,механика,седан,задний,синий
LADA, (ВАЗ) 2110,73,Бензин,58000,1998,298000,механика,седан,передний,зелёный
LADA, (ВАЗ) 2110,79,Бензин,30000,1999,239000,механика,седан,передний,синий
LADA, (ВАЗ) 2104,74,Бензин,60000,2008,82000,механика,универсал 5 дв.,задний,синий
LADA, (ВАЗ) Kalina II Sport,118,Бензин,330000,2014,100000,механика,хэтчбек 5 дв.,передний,белый
LADA, (ВАЗ) 2115,98,Бензин,125000,2012,147000,механика,седан,передний,белый
LADA, (ВАЗ) Granta I Sport,118,Бензин,310000,2014,109000,механика,седан,передний,чёрный
LADA, (ВАЗ) Vesta I,106,Бензин,560000,2019,15919,механика,седан,передний,чёрный
LADA, (ВАЗ) 2108,70,Бензин,65000,2001,80000,механика,хэтчбек 3 дв.,передний,зелёный
LADA, (ВАЗ) 2106,75,Бензин,35000,1997,108753,механика,седан,задний,зелёный
LADA, (ВАЗ) 2113,79,Бензин,97000,2006,100000,механика,хэтчбек 3 дв.,передний,чёрный
LADA, (ВАЗ) 2121 (4x4) I Рестайлинг,79,Бензин,260000,2010,20662,механика,внедорожник 3 дв.,полный,пурпурный
LADA, (ВАЗ) 2110,94,Бензин,100000,2004,169024,механика,седан,передний,зелёный
LADA, (ВАЗ) 2101  21013,64,Бензин,50000,1983,68000,механика,седан,задний,зелёный
LADA, (ВАЗ) Granta I,87,Бензин,320000,2015,60000,механика,лифтбек,передний,синий
LADA, (ВАЗ) 2121 (4x4) I Рестайлинг,79,Бензин,120000,2002,148700,механика,внедорожник 3 дв.,полный,фиолетовый
LADA, (ВАЗ) 2115,78,Бензин,60000,2005,186300,механика,седан,передний,серый
LADA, (ВАЗ) 21099,70,Бензин,50000,1997,109000,механика,седан,передний,фиолетовый
LADA, (ВАЗ) 2105  21053-20,71,Бензин,55000,2004,125000,механика,седан,задний,белый
LADA, (ВАЗ) Granta I,87,Бензин,210000,2012,115000,механика,седан,передний,чёрный
LADA, (ВАЗ) 2107,72,Бензин,55000,2001,300000,механика,седан,задний,синий
LADA, (ВАЗ) 2112,92,Бензин,95000,2003,198000,механика,хэтчбек 5 дв.,передний,зелёный
LADA, (ВАЗ) 2114,77,Бензин,105000,2004,105000,механика,хэтчбек 5 дв.,передний,синий
LADA, (ВАЗ) Largus I,84,Бензин,380000,2014,103500,механика,универсал 5 дв.,передний,бежевый
LADA, (ВАЗ) XRAY I,122,Бензин,550000,2017,60000,робот,хэтчбек 5 дв.,передний,чёрный
LADA, (ВАЗ) 2112,92,Бензин,60000,2000,200000,механика,хэтчбек 5 дв.,передний,красный
LADA, (ВАЗ) 2121 (4x4) I Рестайлинг,73,Бензин,55000,1997,200000,механика,внедорожник 3 дв.,полный,красный
LADA, (ВАЗ) 2109,72,Бензин,85000,2001,120000,механика,хэтчбек 5 дв.,передний,синий
LADA, (ВАЗ) 2107,74,Бензин,90000,2004,34700,механика,седан,задний,красный
LADA, (ВАЗ) 2111,79,Бензин,45000,2002,460000,механика,универсал 5 дв.,передний,серебристый
LADA, (ВАЗ) 2121 (4x4) I Рестайлинг,79,Бензин,85000,1997,180000,механика,внедорожник 3 дв.,полный,белый
LADA, (ВАЗ) 2108,64,Бензин,39999,1990,120000,механика,хэтчбек 3 дв.,передний,красный
LADA, (ВАЗ) 2106,75,Бензин,110000,2003,57500,механика,седан,задний,синий
LADA, (ВАЗ) Granta I,87,Бензин,260000,2013,80000,механика,седан,передний,чёрный
LADA, (ВАЗ) 2115,78,Бензин,40000,2004,173000,механика,седан,передний,серебристый
LADA, (ВАЗ) Granta I,87,Бензин,315000,2017,27700,механика,седан,передний,синий
LADA, (ВАЗ) 2103,64,Бензин,60000,1982,113000,механика,седан,задний,белый
LADA, (ВАЗ) Granta I,106,Бензин,370000,2015,68000,механика,лифтбек,передний,серебристый
LADA, (ВАЗ) Vesta I SW Cross,106,Бензин,900000,2018,14000,механика,универсал 5 дв.,передний,коричневый
LADA, (ВАЗ) 2115,80,Бензин,75000,2008,150000,механика,седан,передний,серебристый
LADA, (ВАЗ) 21099,70,Бензин,40000,1998,420000,механика,седан,передний,синий
LADA, (ВАЗ) 2112,90,Бензин,160000,2004,94000,механика,хэтчбек 5 дв.,передний,чёрный
LADA, (ВАЗ) Kalina I,81,Бензин,67000,2010,111111,механика,седан,передний,красный
LADA, (ВАЗ) Largus I,102,Бензин,500000,2017,45000,механика,фургон,передний,серый
LADA, (ВАЗ) 2112,92,Бензин,60000,2002,170000,механика,хэтчбек 5 дв.,передний,серый
LADA, (ВАЗ) 2114,81,Бензин,140000,2011,86000,механика,хэтчбек 5 дв.,передний,серебристый
LADA, (ВАЗ) 2104,72,Бензин,75000,2000,79630,механика,универсал 5 дв.,задний,фиолетовый
LADA, (ВАЗ) Granta I,87,Бензин,120000,2012,140000,механика,седан,передний,чёрный
LADA, (ВАЗ) 2107,73,Бензин,45000,2008,49000,механика,седан,задний,фиолетовый
LADA, (ВАЗ) Priora  I Premier,98,Бензин,135000,2008,205000,механика,седан,передний,чёрный
LADA, (ВАЗ) Priora I,98,Бензин,170000,2011,198000,механика,хэтчбек 5 дв.,передний,зелёный
LADA, (ВАЗ) 2107,75,Бензин,100000,2005,60000,механика,седан,задний,красный
LADA, (ВАЗ) Priora I,98,Бензин,150000,2007,121380,механика,седан,передний,красный
LADA, (ВАЗ) 2114,77,Бензин,40000,2005,203000,механика,хэтчбек 5 дв.,передний,серебристый
LADA, (ВАЗ) 2114,77,Бензин,35000,2005,127000,механика,хэтчбек 5 дв.,передний,серебристый
LADA, (ВАЗ) Priora I,98,Бензин,120000,2007,150000,механика,седан,передний,бежевый
LADA, (ВАЗ) 2112,78,Бензин,85000,2004,320000,механика,хэтчбек 5 дв.,передний,серебристый
LADA, (ВАЗ) 2115,78,Бензин,60000,2005,175000,механика,седан,передний,серебристый
LADA, (ВАЗ) Priora I,98,Бензин,169999,2008,220000,механика,седан,передний,чёрный
LADA, (ВАЗ) 2110,73,Бензин,49000,1999,179000,механика,седан,передний,красный
LADA, (ВАЗ) Granta I,106,Бензин,215000,2014,136160,механика,лифтбек,передний,чёрный
LADA, (ВАЗ) Largus I,106,Бензин,539000,2018,42000,механика,универсал 5 дв.,передний,белый
LADA, (ВАЗ) Priora I Рестайлинг,106,Бензин,305000,2015,94000,механика,седан,передний,чёрный
LADA, (ВАЗ) 2121 (4x4) I Рестайлинг,83,Бензин,275000,2011,95000,механика,внедорожник 3 дв.,полный,синий
LADA, (ВАЗ) 2101,59,Бензин,80000,1980,19700,механика,седан,задний,оранжевый
LADA, (ВАЗ) 2121 (4x4) I Рестайлинг,83,Бензин,449000,2017,24500,механика,внедорожник 3 дв.,полный,чёрный
LADA, (ВАЗ) 2110,90,Бензин,50000,2002,181000,механика,седан,передний,синий
LADA, (ВАЗ) 2110,73,Бензин,25000,2001,265380,механика,седан,передний,серый
LADA, (ВАЗ) Granta I,87,Бензин,180000,2013,186000,механика,седан,передний,чёрный
LADA, (ВАЗ) 2107,74,Бензин,50000,2008,190000,механика,седан,задний,фиолетовый
LADA, (ВАЗ) 2107,74,Бензин,44000,2007,74000,механика,седан,задний,пурпурный
LADA, (ВАЗ) 2131 (4x4) I,81,Бензин,250000,2010,80000,механика,внедорожник 5 дв.,полный,серебристый
LADA, (ВАЗ) 2104,74,Бензин,70000,2008,107000,механика,универсал 5 дв.,задний,бежевый
LADA, (ВАЗ) 2131 (4x4) I,83,Бензин,250000,2010,65000,механика,внедорожник 5 дв.,полный,серебристый
LADA, (ВАЗ) 2114,77,Бензин,65000,2005,210000,механика,хэтчбек 5 дв.,передний,серебристый
LADA, (ВАЗ) 2106,72,Бензин,150000,1997,87000,механика,седан,задний,белый
LADA, (ВАЗ) 2115,78,Бензин,70000,2005,140000,механика,седан,передний,серебристый
LADA, (ВАЗ) Vesta I SW Cross,106,Бензин,750000,2018,53000,механика,универсал 5 дв.,передний,серый
LADA, (ВАЗ) Granta I,82,Бензин,220000,2012,134500,механика,седан,передний,чёрный
LADA, (ВАЗ) Granta I,87,Бензин,380000,2017,72222,механика,седан,передний,белый
LADA, (ВАЗ) 2106,72,Бензин,88000,1988,129000,механика,седан,задний,жёлтый
LADA, (ВАЗ) 2112,92,Бензин,150000,2005,113115,механика,хэтчбек 5 дв.,передний,синий
LADA, (ВАЗ) 2109  21096,64,Бензин,45000,1991,80000,механика,хэтчбек 5 дв.,передний,красный
LADA, (ВАЗ) 2107,75,Бензин,75000,2001,48000,механика,седан,задний,зелёный
LADA, (ВАЗ) 2121 (4x4) I Рестайлинг,79,Бензин,65000,2000,154000,механика,внедорожник 3 дв.,полный,красный
LADA, (ВАЗ) 2114,90,Бензин,130000,2013,113000,механика,хэтчбек 5 дв.,передний,серый
LADA, (ВАЗ) 2105,75,Бензин,85000,1991,63150,механика,седан,задний,бежевый
LADA, (ВАЗ) 2107,72,Бензин,35000,2004,33333,механика,седан,задний,зелёный
LADA, (ВАЗ) Priora I Рестайлинг,98,Бензин,285000,2013,140000,механика,седан,передний,чёрный
LADA, (ВАЗ) 2115,80,Бензин,130000,2009,116500,механика,седан,передний,чёрный
LADA, (ВАЗ) 2104,68,Бензин,25000,2006,12000,механика,универсал 5 дв.,задний,красный
LADA, (ВАЗ) Priora I Рестайлинг,98,Бензин,280000,2013,106000,механика,седан,передний,коричневый
LADA, (ВАЗ) 2107,74,Бензин,62000,2005,43250,механика,седан,задний,зелёный
LADA, (ВАЗ) 2112,90,Бензин,45000,2006,213609,механика,хэтчбек 5 дв.,передний,зелёный
LADA, (ВАЗ) Largus I Cross,102,Бензин,620000,2017,58000,механика,универсал 5 дв.,передний,коричневый
LADA, (ВАЗ) Priora I,98,Бензин,130000,2007,220000,механика,седан,передний,чёрный
LADA, (ВАЗ) Kalina I,81,Бензин,155000,2009,182400,механика,универсал 5 дв.,передний,серебристый
LADA, (ВАЗ) 2121 (4x4) I Рестайлинг,83,Бензин,340000,2015,31400,механика,внедорожник 3 дв.,полный,белый
LADA, (ВАЗ) Priora I,98,Бензин,165000,2011,130000,механика,хэтчбек 5 дв.,передний,серый
LADA, (ВАЗ) 2112,90,Бензин,79000,2005,250000,механика,хэтчбек 5 дв.,передний,зелёный
LADA, (ВАЗ) 2114,81,Бензин,89000,2008,157000,механика,хэтчбек 5 дв.,передний,чёрный
LADA, (ВАЗ) 2114,77,Бензин,75000,2005,201000,механика,хэтчбек 5 дв.,передний,серый
LADA, (ВАЗ) 2112,92,Бензин,40000,2004,174000,механика,хэтчбек 5 дв.,передний,серебристый
LADA, (ВАЗ) 2114,81,Бензин,160000,2013,95000,механика,хэтчбек 5 дв.,передний,пурпурный
LADA, (ВАЗ) 2115,78,Бензин,55000,2004,225000,механика,седан,передний,серебристый
LADA, (ВАЗ) 2101,59,Бензин,130000,1983,73000,механика,седан,задний,бежевый
LADA, (ВАЗ) 2112,81,Бензин,69000,2006,130000,механика,хэтчбек 5 дв.,передний,серебристый
LADA, (ВАЗ) 21099,70,Бензин,30000,1995,90000,механика,седан,передний,серый
LADA, (ВАЗ) Granta I Рестайлинг,106,Бензин,430000,2019,32000,механика,лифтбек,передний,белый
LADA, (ВАЗ) 2121 (4x4) I Рестайлинг,79,Бензин,100000,2001,162000,механика,внедорожник 3 дв.,полный,зелёный
LADA, (ВАЗ) 21099,78,Бензин,65000,2002,130000,механика,седан,передний,красный
LADA, (ВАЗ) Largus I,84,Бензин,350000,2013,110000,механика,фургон,передний,серый
LADA, (ВАЗ) 21099,78,Бензин,48000,2003,245000,механика,седан,передний,зелёный
LADA, (ВАЗ) 2115,81,Бензин,90000,2012,131000,механика,седан,передний,чёрный
LADA, (ВАЗ) 2105,73,Бензин,45000,2010,95000,механика,седан,задний,зелёный
LADA, (ВАЗ) 2107,75,Бензин,50000,2006,66000,механика,седан,задний,пурпурный
LADA, (ВАЗ) 2106,64,Бензин,40000,1985,150000,механика,седан,задний,белый
LADA, (ВАЗ) 2109,68,Бензин,38000,2003,114000,механика,хэтчбек 5 дв.,передний,серебристый
LADA, (ВАЗ) 2112,90,Бензин,109000,2005,220000,механика,хэтчбек 5 дв.,передний,серый
LADA, (ВАЗ) 2113,79,Бензин,55000,2006,120000,механика,хэтчбек 3 дв.,передний,бежевый
LADA, (ВАЗ) 2114,81,Бензин,138000,2011,150312,механика,хэтчбек 5 дв.,передний,серебристый
